STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_GE85,85 years or over,H,Historical,2022,,952750,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2010,,28984,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2011,,29441,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2012,,29914,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2013,,30670,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2014,,31380,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2015,,31854,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2016,,32043,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2017,,32161,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2018,,32426,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2019,,32787,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2020,,33119,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2021,,33490,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LUX,Luxembourg,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2022,,33899,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2010,,145011,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2011,,140935,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2012,,137160,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2013,,133713,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2014,,130564,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2015,,127982,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2016,,125929,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2017,,125020,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2018,,126471,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2019,,129153,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2020,,131377,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2021,,133889,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,LVA,Latvia,POP,Population,PS,Persons,_T,Total,Y35T39,From 35 to 39 years,H,Historical,2022,,137758,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2010,,2715180,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2011,,2761605,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2012,,2797005,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2013,,2820910,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2014,,2834507,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2015,,2840333,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2016,,2842380,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2017,,2842903,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2018,,2852390,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2019,,2878746,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2020,,2922385,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2021,,2960288,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,COL,Colombia,POP,Population,PS,Persons,_T,Total,Y45T49,From 45 to 49 years,H,Historical,2022,,3008571,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2010,,68355,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2011,,69757,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2012,,71546,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2013,,73382,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2014,,76118,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2015,,78779,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2016,,80465,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2017,,82880,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2018,,85087,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2019,,87436,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2020,,89784,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2021,,91431,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IRL,Ireland,POP,Population,PS,Persons,_T,Total,Y80T84,From 80 to 84 years,H,Historical,2022,,94442,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2010,,23172918,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2011,,23191175,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2012,,23489260,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2013,,23913401,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2014,,24263549,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2015,,22002900,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2016,,21994300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2017,,21991300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2018,,21990100,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2019,,21974300,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2020,,21952000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2021,,21892000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,IDN,Indonesia,POP,Population,PS,Persons,_T,Total,Y_LE4,4 years or less,H,Historical,2022,,21856200,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2010,,7225924,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2011,,7407852,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2012,,7584816,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2013,,7750631,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2014,,7900071,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2015,,8025542,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2016,,8123864,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2017,,8195781,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2018,,8249368,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2019,,8295137,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2020,,8343204,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2021,,8405040,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,MEX,Mexico,POP,Population,PS,Persons,_T,Total,Y40T44,From 40 to 44 years,H,Historical,2022,,8487556,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2010,,6166383,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2011,,6107633,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2012,,6121555,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2013,,6215099,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2014,,6293431,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2015,,6326674,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2016,,6337582,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2017,,6339107,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2018,,6349845,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2019,,6409980,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2020,,6493816,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2021,,6575398,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,TUR,Türkiye,POP,Population,PS,Persons,_T,Total,Y5T9,From 5 to 9 years,H,Historical,2022,,6629640,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2010,,27605,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2011,,28797,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2012,,29660,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2013,,30152,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2014,,30630,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2015,,31288,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2016,,32197,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2017,,33611,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,CYP,Cyprus,POP,Population,PS,Persons,_T,Total,Y70T74,From 70 to 74 years,H,Historical,2018,,35520,,A,Normal value,0,Units,0,Zero
